prompt_id,prompt,gold_agents,template_id
746,I need you to get rows where customer_id equals failed.,SQLQueryAgent,1
747,I need you to extract API data for temperature during yesterday.,APIDataFetchAgent|TimeSeriesQueryAgent,26
748,Can you write a concise report of power output behavior in the past 7 days?,ReportWriterAgent|SummaryAgent,27
749,Please compute median and std dev for turbine RPM over this month.,StatisticalAnalysisAgent,40
750,for my notes: Generate a report with charts for throughput in the last 24 hours,ReportWriterAgent|PlotGenerationAgent,21
751,Help me compute correlations between wind energy output and pressure for last week.,StatisticalAnalysisAgent,22
752,Help me call the metrics/v1 endpoint to fetch latency as JSON. and include a quick chart.,APIDataFetchAgent,29
753,FYI: Fetch wind energy output for the last 24 hours and describe the trend,TimeSeriesQueryAgent|TrendAnalysisAgent,14
754,FYI: I need you to calculate summary stats for throughput in yesterday.,StatisticalAnalysisAgent,41
755,not urgent: Can you fetch external error rate from sensors/stream and return raw payloads?,APIDataFetchAgent,32
756,Help me compute correlations between turbine RPM and latency for yesterday. and draft a short report.,StatisticalAnalysisAgent,22
757,Can you give me a quick sanity check on the latency numbers for this month?,StatisticalAnalysisAgent|SummaryAgent,16
758,btw: I need you to plot temperature and identify its trend for this week.,PlotGenerationAgent|TrendAnalysisAgent,23
759,asap: Pull recent logs related to forecast accuracy,LogRetrievalAgent,2
760,asap: I need you to trace anomalies and then draft a brief report for this month.,AnomalyDetectionAgent|ReportWriterAgent,17
761,FYI: Can you fetch wind speed data for the last 6 hours?,TimeSeriesQueryAgent|APIDataFetchAgent,0
762,Can you run a SQL query to find power output rows with value TX-8821?,SQLQueryAgent,34
763,Please run a SQL query to find throughput rows with value TX-8821.,SQLQueryAgent,34
764,Help me summarize log patterns for API Gateway over the past 7 days.,LogRetrievalAgent|SummaryAgent,20
765,Summarize log patterns for API Gateway over yesterday,LogRetrievalAgent|SummaryAgent,20
766,I need you to show WARN and ERROR logs for frontend in today.,LogRetrievalAgent,39
767,Summarize what happened in throughput during yesterday and write a brief summary.,SummaryAgent,9
768,Fetch external turbine RPM from alerts/v2 and return raw payloads,APIDataFetchAgent,32
769,Detect unusual spikes or drops in power output for today,AnomalyDetectionAgent,6
770,I need you to compute median and std dev for wind energy output over this month. and include a quick chart.,StatisticalAnalysisAgent,40
771,Help me write a detailed report about forecast accuracy for yesterday.,ReportWriterAgent,10
772,for my notes: What fields are available in the sensor_streams table?,MetadataLookupAgent,37
773,I need you to detect unusual spikes or drops in latency for this month.,AnomalyDetectionAgent,6
774,for my notes: Help me forecast power output for tomorrow and summarize risks.,ForecastAgent|SummaryAgent,18
775,FYI: Retrieve temperature from internal data warehouse for today,TimeSeriesQueryAgent,33
776,asap: Please fetch external power output from energy/telemetry and return raw payloads.,APIDataFetchAgent,32
777,for the weekly review: I need you to call the sensors/stream endpoint to fetch turbine RPM as JSON.,APIDataFetchAgent,29
778,I need you to fetch logs for scheduler with error code 1023.,LogRetrievalAgent,38
779,Please filter the ops_metrics table where error rate > A17. and include a quick chart.,SQLQueryAgent,35
780,Can you summarize and report anomalies in wind speed for the last 3 days?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
781,for my notes: Help me run a SQL query to find error rate rows with value failed.,SQLQueryAgent,34
782,Please get rows where customer_id equals failed.,SQLQueryAgent,1
783,not urgent: I need you to compute correlations between turbine RPM and humidity for the past 7 days.,StatisticalAnalysisAgent,22
784,Can you summarize and report anomalies in error rate for the last 24 hours?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
785,for my notes: Can you what columns exist in the energy dataset??,MetadataLookupAgent,3
786,Please get error rate for the last 24 hours and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
787,for the weekly review: List columns and schema for the system_events dataset,MetadataLookupAgent,36
788,Please write a concise report of wind energy output behavior in the last 24 hours. and write a brief summary.,ReportWriterAgent|SummaryAgent,27
789,I need you to get rows where customer_id equals E500. and set an alert if it changes.,SQLQueryAgent,1
790,Can you generate a report with charts for latency in this week?,ReportWriterAgent|PlotGenerationAgent,21
791,Can you forecast temperature for next 2 weeks and plot it?,ForecastAgent|PlotGenerationAgent,11
792,FYI: Can you write a detailed report about capacity planning for the last 30 days?,ReportWriterAgent,10
793,Calculate summary stats for power output in the last 24 hours,StatisticalAnalysisAgent,41
794,Forecast wind speed for next 24 hours and explain the trend drivers,ForecastAgent|TrendAnalysisAgent,24
795,Help me compute mean and variance for the past 6 days of throughput.,StatisticalAnalysisAgent,4
796,What columns exist in the weather dataset?,MetadataLookupAgent,3
797,FYI: I need you to fetch wind speed data for the last 24 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
798,Can you paginate the sensors/stream API to collect throughput records?,APIDataFetchAgent,30
799,Can you forecast throughput for next 24 hours and explain the trend drivers?,ForecastAgent|TrendAnalysisAgent,24
800,Can you what fields are available in the wind table??,MetadataLookupAgent,37
801,Help me generate a report with charts for turbine RPM in yesterday. and draft a short report.,ReportWriterAgent|PlotGenerationAgent,21
802,Please detect unusual spikes or drops in wind energy output for today. and set an alert if it changes.,AnomalyDetectionAgent,6
803,Please identify the trend of wind speed over the past 24 days. and write a brief summary.,TrendAnalysisAgent,5
804,I need you to fetch logs for scheduler with error code TX-8821.,LogRetrievalAgent,38
805,asap: Retrieve latency from internal data warehouse for today and add a dashboard view.,TimeSeriesQueryAgent,33
806,Can you pull recent logs related to energy production?,LogRetrievalAgent,2
807,Please plot turbine RPM and identify its trend for the last 3 days.,PlotGenerationAgent|TrendAnalysisAgent,23
808,Summarize and report anomalies in turbine RPM for last week,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
809,I need you to plot temperature for this week.,PlotGenerationAgent,8
810,Give me a quick sanity check on the wind energy output numbers for this month,StatisticalAnalysisAgent|SummaryAgent,16
811,Please what columns exist in the sensor_streams dataset?.,MetadataLookupAgent,3
812,Can you forecast power output for next 72 hours and plot it?,ForecastAgent|PlotGenerationAgent,11
813,Please fetch latency for the last 3 days and describe the trend.,TimeSeriesQueryAgent|TrendAnalysisAgent,14
814,Help me filter the transactions table where temperature > 1023. and set an alert if it changes.,SQLQueryAgent,35
815,Plot and summarize latency for the last 24 hours,PlotGenerationAgent|SummaryAgent,12
816,Help me write a concise report of wind speed behavior in the last 30 days.,ReportWriterAgent|SummaryAgent,27
817,I need you to calculate summary stats for throughput in this month. and include a quick chart.,StatisticalAnalysisAgent,41
818,Please check if power output has outliers in the last 24 hours.,AnomalyDetectionAgent,19
819,Write a detailed report about wind performance for the last 3 days,ReportWriterAgent,10
820,asap: Trace anomalies and then draft a brief report for the last 24 hours,AnomalyDetectionAgent|ReportWriterAgent,17
821,asap: Summarize what happened in error rate during the last 24 hours,SummaryAgent,9
822,for my notes: I need you to plot throughput and identify its trend for the last 3 days.,PlotGenerationAgent|TrendAnalysisAgent,23
823,btw: Help me detect unusual spikes or drops in wind speed for yesterday. and include a quick chart.,AnomalyDetectionAgent,6
824,for the weekly review: Can you forecast power output for next 2 weeks and plot it?,ForecastAgent|PlotGenerationAgent,11
825,FYI: I need you to plot throughput for the last 24 hours.,PlotGenerationAgent,8
826,btw: I need you to run a SQL query to find latency rows with value failed.,SQLQueryAgent,34
827,Show WARN and ERROR logs for scheduler in the last 30 days,LogRetrievalAgent,39
828,Please get wind speed for the past 7 days and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
829,btw: I need you to calculate summary stats for temperature in the past 7 days.,StatisticalAnalysisAgent,41
830,Please retrieve latency from internal data warehouse for the last 30 days.,TimeSeriesQueryAgent,33
831,for the weekly review: Can you forecast latency for next 2 weeks and explain the trend drivers? and include a quick chart.,ForecastAgent|TrendAnalysisAgent,24
832,Please paginate the weather/api API to collect wind speed records.,APIDataFetchAgent,30
833,Help me calculate summary stats for error rate in this month.,StatisticalAnalysisAgent,41
834,Can you what columns exist in the weather dataset??,MetadataLookupAgent,3
835,for the weekly review: Can you give me a quick sanity check on the temperature numbers for the last 24 hours?,StatisticalAnalysisAgent|SummaryAgent,16
836,for the weekly review: Help me compute mean and variance for the past 72 days of wind energy output.,StatisticalAnalysisAgent,4
837,I need you to call the alerts/v2 endpoint to fetch power output as JSON. and include a quick chart.,APIDataFetchAgent,29
838,Can you compute mean and variance for the past 6 days of latency?,StatisticalAnalysisAgent,4
839,not urgent: Please show WARN and ERROR logs for scheduler in yesterday. and include a quick chart.,LogRetrievalAgent,39
840,Can you summarize and report anomalies in throughput for last week? and draft a short report.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
841,Get temperature for the past 7 days and detect trend visually,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
842,Can you show WARN and ERROR logs for frontend in today?,LogRetrievalAgent,39
843,Can you run a SQL query to find turbine RPM rows with value failed?,SQLQueryAgent,34
844,for the weekly review: Extract API data for latency during the last 24 hours,APIDataFetchAgent|TimeSeriesQueryAgent,26
845,Please summarize log patterns for Lambda over today.,LogRetrievalAgent|SummaryAgent,20
846,FYI: I need you to fetch wind speed data for the last 168 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
847,Help me show WARN and ERROR logs for frontend in this week.,LogRetrievalAgent,39
848,Help me pull recent logs related to wind performance.,LogRetrievalAgent,2
849,I need you to check if throughput has outliers in yesterday.,AnomalyDetectionAgent,19
850,FYI: Help me compute correlations between temperature and error rate for the past 7 days. and write a brief summary.,StatisticalAnalysisAgent,22
851,I need you to compute mean and variance for the past 6 days of latency.,StatisticalAnalysisAgent,4
852,Can you forecast throughput for next week and summarize risks?,ForecastAgent|SummaryAgent,18
